model,panel,level,step,tokens,params,sf_y_swap,score_mode,category,n,correct,accuracy
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_three_objects,146,44,0.301370
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,31,0.206667
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,18,0.132353
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,47,0.313333
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_web_of_lies,143,85,0.594406
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,folio,150,54,0.360000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,reclor,145,29,0.200000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,__overall__,300,101,0.336667
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,arc_challenge,50,10,0.200000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,arc_easy,50,21,0.420000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,boolq,50,27,0.540000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,hellaswag,50,13,0.260000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,openbookqa,50,11,0.220000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,sciq,50,19,0.380000
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,__overall__,2048,670,0.327148
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_boolean_expressions,145,84,0.579310
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_causal_judgement,146,75,0.513699
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_date_understanding,145,35,0.241379
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,44,0.309859
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_formal_fallacies,151,80,0.529801
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,33,0.220000
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,25,0.167785
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,48,0.328767
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,32,0.213333
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,13,0.095588
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,44,0.293333
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_web_of_lies,143,71,0.496503
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,folio,150,55,0.366667
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,reclor,145,31,0.213793
